term,term_label,layperson
http://purl.obolibrary.org/obo/HP_0010203,Aplasia/hypoplasia of proximal toe phalanx,Absent/underdeveloped innermost toe bones
http://purl.obolibrary.org/obo/HP_0009936,Narrow nasal septum,Decreased width of nasal septum
http://purl.obolibrary.org/obo/HP_0000233,Thin vermilion border,Thin lips
http://purl.obolibrary.org/obo/HP_0009390,Small epiphyses of the 5th finger,Small end part of pinky finger bone
http://purl.obolibrary.org/obo/HP_0000431,Wide nasal bridge,Wide nasal bridge
http://purl.obolibrary.org/obo/HP_0009149,Triangular epiphysis of the distal phalanx of the 5th finger,Triangular end part of the outermost bone of pinky finger
http://purl.obolibrary.org/obo/HP_0100942,Sclerosis of the distal phalanx of the 5th toe,Increased bone density in the outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0100448,Curved proximal phalanx of the 5th toe,Curved innermost pinkie toe bone
http://purl.obolibrary.org/obo/HP_0001762,Talipes equinovarus,Clubfoot
http://purl.obolibrary.org/obo/HP_0003855,Spurred metaphyses of the upper limbs,Spurred wide portion of upper limb bone
http://purl.obolibrary.org/obo/HP_0000349,Widow's peak,Hairline point
http://purl.obolibrary.org/obo/HP_0025214,Triggered by heat,Triggered by heat
http://purl.obolibrary.org/obo/HP_0010813,Abnormal number of hair whorls,Extra hair swirls
http://purl.obolibrary.org/obo/HP_0012714,Severe hearing impairment,Severe hearing loss
http://purl.obolibrary.org/obo/HP_0030140,Oral cavity bleeding,Bleeding from mouth
http://purl.obolibrary.org/obo/HP_0010499,Patellar subluxation,Partial knee cap dislocation
http://purl.obolibrary.org/obo/HP_0009779,3-4 toe syndactyly,Webbed 3rd-4th toes
http://purl.obolibrary.org/obo/HP_0003921,Laterally sloping humeral metaphysis,Laterally sloping metaphysis of long bone of upper arm
http://purl.obolibrary.org/obo/HP_0410330,Meat allergen allergy,Meat allergy
http://purl.obolibrary.org/obo/HP_0010039,Aplasia/Hypoplasia of the 3rd metacarpal,Absent/small 3rd long bone of hand
http://purl.obolibrary.org/obo/HP_0000157,Abnormality of the tongue,Tongue abnormality
http://purl.obolibrary.org/obo/HP_0030028,Absent nasal cartilage,Missing cartilage of nose
http://purl.obolibrary.org/obo/HP_0010574,Abnormality of the epiphysis of the femoral head,Abnormality of the end part of the innermost thighbone
http://purl.obolibrary.org/obo/HP_0010391,Duplication of the phalanges of the 5th toe,Duplication of the bones of the pinky toe
http://purl.obolibrary.org/obo/HP_0009414,Fragmentation of the epiphyses of the 3rd finger,Fragmentation of end part of middle finger bone
http://purl.obolibrary.org/obo/HP_0000400,Macrotia,Large ears
http://purl.obolibrary.org/obo/HP_0001743,Abnormality of the spleen,Abnormality of the spleen
http://purl.obolibrary.org/obo/HP_0005930,Abnormality of epiphysis morphology,Abnormal shape of end part of bone
http://purl.obolibrary.org/obo/HP_0001070,Mottled pigmentation,Mottled skin coloring
http://purl.obolibrary.org/obo/HP_0010111,Short phalanx of hallux,Short bone of big toe
http://purl.obolibrary.org/obo/HP_0009145,Abnormal cerebral artery morphology,Abnormality of cerebral artery
http://purl.obolibrary.org/obo/HP_0001159,Syndactyly,Webbed fingers or toes
http://purl.obolibrary.org/obo/HP_0004319,Decreased circulating aldosterone level,Low blood aldosterone level
http://purl.obolibrary.org/obo/HP_0010138,Absent epiphysis of the distal phalanx of the hallux,Absent end part of the outermost bone of the big toe
http://purl.obolibrary.org/obo/HP_0009216,Cone-shaped epiphysis of the middle phalanx of the 4th finger,Cone-shaped end part of the middle bone of the ring finger
http://purl.obolibrary.org/obo/HP_0010031,Patchy sclerosis of the 1st metacarpal,Uneven increase in bone density in 1st long bone of hand
http://purl.obolibrary.org/obo/HP_0005922,Abnormal hand morphology,Abnormal shape of hand
http://purl.obolibrary.org/obo/HP_0000137,Abnormality of the ovary,Abnormality of the ovary
http://purl.obolibrary.org/obo/HP_0500143,Hypoleucinemia,Low blood leucine levels
http://purl.obolibrary.org/obo/HP_0009232,Symphalangism affecting the proximal phalanx of the 5th finger,Fused innermost bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0008465,Absent vertebra,Absent vertebrae
http://purl.obolibrary.org/obo/HP_0009418,Small epiphyses of the 3rd finger,Small end part of middle finger bone
http://purl.obolibrary.org/obo/HP_0000417,Slender nose,Slender nose
http://purl.obolibrary.org/obo/HP_0001582,Redundant skin,"Sagging, redundant skin"
http://purl.obolibrary.org/obo/HP_0011968,Feeding difficulties,Feeding difficulties
http://purl.obolibrary.org/obo/HP_0100377,Aplasia/hypoplasia of the proximal phalanx of the 5th toe,Absent/small innermost pinky toe bone
http://purl.obolibrary.org/obo/HP_0000708,Behavioral abnormality,Psychiatric disturbances
http://purl.obolibrary.org/obo/HP_0002381,Aphasia,Loss of words
http://purl.obolibrary.org/obo/HP_0100179,Triangular epiphysis of the distal phalanx of the 4th toe,Triangular end part of the outermost bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0000280,Coarse facial features,Coarse facial features
http://purl.obolibrary.org/obo/HP_0100090,Abnormality of the epiphysis of the proximal phalanx of the 2nd toe,Abnormality of the end part of the innermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0100471,Symphalangism affecting the middle phalanx of the 4th toe,Fused middle bones of 4th toe
http://purl.obolibrary.org/obo/HP_0003026,Short long bone,Short long bone
http://purl.obolibrary.org/obo/HP_0000678,Dental crowding,Overcrowding of teeth
http://purl.obolibrary.org/obo/HP_0012042,Aspirin-induced asthma,Aspirin-induced asthma
http://purl.obolibrary.org/obo/HP_0010052,Abnormal morphology of the proximal phalanx of the hallux,Abnormal innermost big toe bone
http://purl.obolibrary.org/obo/HP_0009580,Aplasia/Hypoplasia of the proximal phalanx of the 2nd finger,Absent/underdeveloped innermost index finger bone
http://purl.obolibrary.org/obo/HP_0009140,Synostosis involving bones of the feet,Fusion involving the bones of the feet
http://purl.obolibrary.org/obo/HP_0009004,Hypoplasia of the musculature,Underdeveloped muscle
http://purl.obolibrary.org/obo/HP_0100830,Round ear,Round ear
http://purl.obolibrary.org/obo/HP_0010343,Aplasia/Hypoplasia of the 5th toe,Absent/underdeveloped pinky toe
http://purl.obolibrary.org/obo/HP_0001852,Sandal gap,Widely spaced 1st-2nd toes
http://purl.obolibrary.org/obo/HP_0001468,Aplasia/Hypoplasia involving the musculature of the upper arm,Absent/small upper arm muscles
http://purl.obolibrary.org/obo/HP_0002283,Global brain atrophy,Generalized brain degeneration
http://purl.obolibrary.org/obo/HP_0006394,Limited pronation/supination of forearm,Limited pronation/supination of forearm
http://purl.obolibrary.org/obo/HP_0100921,Sclerosis of 5th finger phalanx,Increased bone density in little finger bone
http://purl.obolibrary.org/obo/HP_0009168,Bullet-shaped middle phalanx of the 5th finger,Bullet-shaped middle little finger bone
http://purl.obolibrary.org/obo/HP_0010121,Small epiphyses of the hallux,Small end part of the big toe bone
http://purl.obolibrary.org/obo/HP_0011217,Abnormal shape of the occiput,Abnormal shape of posterior skull
http://purl.obolibrary.org/obo/HP_0025021,Abnormal erythrocyte sedimentation rate,Abnormal ESR
http://purl.obolibrary.org/obo/HP_0003319,Abnormality of the cervical spine,Abnormal cervical spine
http://purl.obolibrary.org/obo/HP_0000615,Abnormal pupil morphology,Pupillary abnormality
http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,Neck webbing
http://purl.obolibrary.org/obo/HP_0010181,Duplication of phalanx of toe,Duplicated toe bone
http://purl.obolibrary.org/obo/HP_0005274,Prominent nasal tip,Large tip of nose
http://purl.obolibrary.org/obo/HP_0430028,Hyperplasia of the maxilla,Big maxilla
http://purl.obolibrary.org/obo/HP_0010322,Abnormality of the 5th toe,Abnormality of the little toe
http://purl.obolibrary.org/obo/HP_0009940,Asymmetry of the mandible,Uneven lower jaw
http://purl.obolibrary.org/obo/HP_0005216,Impaired mastication,Chewing difficulties
http://purl.obolibrary.org/obo/HP_0003683,Large beaked nose,Large beaked nose
http://purl.obolibrary.org/obo/HP_0012862,Abnormal germ cell morphology,Abnormally shaped reproductive cell
http://purl.obolibrary.org/obo/HP_0009179,Deviation of the 5th finger,Displaced little finger
http://purl.obolibrary.org/obo/HP_0100376,Aplasia/hypoplasia of the proximal phalanx of the 4th toe,Absent/underdeveloped innermost 4th toe bone
http://purl.obolibrary.org/obo/HP_0001510,Growth delay,Growth deficiency
http://purl.obolibrary.org/obo/HP_0009167,Irregular epiphysis of the distal phalanx of the 5th finger,Irregular end part of the outermost bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0010828,Hemifacial spasm,Spasms on one side of the face
http://purl.obolibrary.org/obo/HP_0006442,Hypoplasia of proximal fibula,Small innermost upper end of calf bone
http://purl.obolibrary.org/obo/HP_0030144,Hypoactive bowel sounds,Decreased bowel sounds
http://purl.obolibrary.org/obo/HP_0040088,Abnormal lymphocyte count,Abnormal number of lymphocytes
http://purl.obolibrary.org/obo/HP_0010504,Increased length of the tibia,Increased length of shankbone
http://purl.obolibrary.org/obo/HP_0005928,Synostosis involving the fibula,Bone fusion involving the calf bones
http://purl.obolibrary.org/obo/HP_0009784,Aplasia/Hypoplasia of the triceps,Absent/underdeveloped triceps
http://purl.obolibrary.org/obo/HP_0007340,Lower limb muscle weakness,Lower limb muscle weakness
http://purl.obolibrary.org/obo/HP_0001742,Nasal obstruction,Nasal blockage
http://purl.obolibrary.org/obo/HP_0010367,Duplication of phalanx of the 3rd toe,Duplication of 3rd toe bone
http://purl.obolibrary.org/obo/HP_0500093,Food allergy,Food allergy
http://purl.obolibrary.org/obo/HP_0001609,Hoarse voice,Husky voice
http://purl.obolibrary.org/obo/HP_0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,Enlarged end part of the outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0500167,Hypergastrinemia,Elevated gastrin in the blood
http://purl.obolibrary.org/obo/HP_0003839,Abnormality of upper limb epiphysis morphology,Abnormal shape of end part of upper limb long bones
http://purl.obolibrary.org/obo/HP_0030160,Cervicitis,Uterine cervix inflammation
http://purl.obolibrary.org/obo/HP_0010331,Aplasia/Hypoplasia of the 3rd toe,Absent/underdeveloped 3rd toe
http://purl.obolibrary.org/obo/HP_0000063,Fused labia minora,Fused inner lips
http://purl.obolibrary.org/obo/HP_0011084,Hypocalcification of dental enamel,Poorly calcified tooth enamel
http://purl.obolibrary.org/obo/HP_0009655,Patchy sclerosis of thumb phalanx,Uneven increase in bone density in thumb bone
http://purl.obolibrary.org/obo/HP_0009815,Aplasia/hypoplasia of the extremities,Absent/small extremities
http://purl.obolibrary.org/obo/HP_0012072,Aciduria,Acidic urine
http://purl.obolibrary.org/obo/HP_0012745,Short palpebral fissure,Short opening between the eyelids
http://purl.obolibrary.org/obo/HP_0009407,Triangular shaped phalanges of the 4th finger,Triangular shaped bone of ring finger
http://purl.obolibrary.org/obo/HP_0009581,Broad proximal phalanx of the 2nd finger,Wide innermost bone of index finger
http://purl.obolibrary.org/obo/HP_0010488,Aplasia/Hypoplasia of the palmar creases,Absent/small palm crease
http://purl.obolibrary.org/obo/HP_0100406,Duplication of the proximal phalanx of the 5th toe,Duplication of the innermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0100375,Aplasia/hypoplasia of the proximal phalanx of the 3rd toe,Absent/small innermost bone of 3rd toe
http://purl.obolibrary.org/obo/HP_0100072,Ivory epiphyses of the 4th toe,Increased bone density of end part of the 4th toe bone
http://purl.obolibrary.org/obo/HP_0100540,Palpebral edema,Swelling of eyelids
http://purl.obolibrary.org/obo/HP_0010352,Patchy sclerosis of 2nd toe phalanx,Uneven increase in bone density in 2nd toe bone
http://purl.obolibrary.org/obo/HP_0011065,Conical incisor,Cone shaped front tooth
http://purl.obolibrary.org/obo/HP_0000684,Delayed eruption of teeth,Delayed eruption
http://purl.obolibrary.org/obo/HP_0009679,Fragmentation of the epiphysis of the distal phalanx of the thumb,Fragmentation of end part thumb outermost long bone
http://purl.obolibrary.org/obo/HP_0000545,Myopia,Near sighted
http://purl.obolibrary.org/obo/HP_0000079,Abnormality of the urinary system,Urinary tract anomalies
http://purl.obolibrary.org/obo/HP_0009851,Aplasia/Hypoplasia of the proximal phalanges of the hand,Absent/underdeveloped innermost finger bones of the hand
http://purl.obolibrary.org/obo/HP_0010674,Abnormality of the curvature of the vertebral column,Abnormal curve of the backbone
http://purl.obolibrary.org/obo/HP_0100079,Cone-shaped epiphyses of the 5th toe,Cone-shaped end part of the pinky toe bone
http://purl.obolibrary.org/obo/HP_0009992,Complete duplication of the middle phalanx of the 5th finger,Complete duplication of the middle pinkie finger bone
http://purl.obolibrary.org/obo/HP_0012223,Splenic rupture,Ruptured spleen
http://purl.obolibrary.org/obo/HP_0009851,Aplasia/Hypoplasia of the proximal phalanges of the hand,Absent/small innermost finger bones of the hand
http://purl.obolibrary.org/obo/HP_0001268,Mental deterioration,Intellectual deterioration
http://purl.obolibrary.org/obo/HP_0010759,Prominence of the premaxilla,Prominence of the primary palate bone
http://purl.obolibrary.org/obo/HP_0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,Absent/underdeveloped bones of 4th toe
http://purl.obolibrary.org/obo/HP_0005003,Aplasia/Hypoplasia of the capital femoral epiphysis,Absent/small end part of innermost thighbone
http://purl.obolibrary.org/obo/HP_0009341,Ivory epiphysis of the distal phalanx of the 3rd finger,Increased bone density of end part of the outermost middle finger bone
http://purl.obolibrary.org/obo/HP_0010407,Curved middle phalanx of the 2nd toe,Curved middle bone of 2nd toe
http://purl.obolibrary.org/obo/HP_0009201,Stippling of the epiphysis of the proximal phalanx of the 5th finger,Speckled calcifications in end part of the innnermost bone of the pinky finger
http://purl.obolibrary.org/obo/HP_0005766,Disproportionate shortening of the tibia,Disproportionate shortening of the shankbone
http://purl.obolibrary.org/obo/HP_0008984,Neck muscle hypoplasia,Underdevelopment of neck muscle
http://purl.obolibrary.org/obo/HP_0010659,Patchy variation in bone mineral density,Patchy increased and decreased bone mineral density
http://purl.obolibrary.org/obo/HP_0030319,Weakness of facial musculature,Face weakness
http://purl.obolibrary.org/obo/HP_0012652,Exercise-induced asthma,Exercise-induced asthma
http://purl.obolibrary.org/obo/HP_0002557,Hypoplastic nipples,Small nipples
http://purl.obolibrary.org/obo/HP_0000331,Short chin,Short chin
http://purl.obolibrary.org/obo/HP_0011985,Acholic stools,Clay colored stools
http://purl.obolibrary.org/obo/HP_0100208,Ivory epiphysis of the distal phalanx of the 5th toe,Increased bone density of end part of the outermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0002714,Downturned corners of mouth,Downturned corners of mouth
http://purl.obolibrary.org/obo/HP_0100425,Broad middle phalanx of the 3rd toe,Broad middle 3rd toe bone
