## IMPORTANT
# THIS FILE HAS BEEN GENERATED BY THE BERLIN-HPO-TEAM (SEBASTIAN, SANDRA, PETER) IN 2009!! FREE FOR ACADEMIC USE. USE AT OWN RISK!!

Orphanet-I	Maps to HPO-ID	Type	Orphanet Name	HPO-Name	Curator Berlin	Comments Berlin	Curator Paris	Comments Paris	Method	STATISTICS

										Number unique Orphanet IDs (col B):
id_signe_15640	HP:0000768	EQUIV	Pectus carinatum	Pectus carinatum	sdoelken	# good mapping			Distance de Levenshtein	1361
										Number of unique HPO-IDs (col C):
										1157
id_signe_16330	HP:0008481	EQUIV	Odontoid hypoplasia	Mild odontoid hypoplasia	sdoelken	# good mapping			I-Sub distance	% done:
										85.01
id_signe_45060	HP:0004348		Bone/osseous hypoplasia	 Abnormality of bone mineral density	sdoelken	bad mapping but I'm not sure about the necessary structure for this - increased ossification versus decreased ossification as subgroups of HP:0004348 Abnormality of bone mineral density???


id_signe_23610	HP:0001933		Purpura/petichiae	Subcutaneous hemorrhage	"skoehler, sdoelken"	# good enough


id_signe_45210	HP:0002652		Dysostosis/chondrodysplasia/osteodysplasia/osteochondrosis/skeletal dysplasia	Skeletal dysplasia	"skoehler, sdoelken"	# good mapping


id_signe_38640			Bladder/vesical lesions/glomerulations/petechiae			? what does this mean and include?


id_signe_24280	HP:0005599		Decreased hair pigmentation/hypopigmentation of hair	Hair hypopigmentation	"skoehler, sdoelken"	# good mapping


id_signe_17000	HP:0004298		Anomalies of the abdominal wall	Abnormality of the abdominal wall	"skoehler, sdoelken"	# good mapping


id_signe_20400	HP:0009882		Terminal/third phalangeal bone of fingers hypoplasia	Hypoplasia of the distal phalanges of the hand	sdoelken	# good mapping


id_signe_34020	HP:0001654		Cardiac valvulopathy	Abnormality of the heart valves	sdoelken	# good enough


id_signe_23400	HP:0001072		Thick skin/pachydermia/orange skin	Thickened skin	sdoelken	# good enough (not including orange skin)


id_signe_50120	HP:0100604		Lip neoplasm/tumor/carcinoma/cancer	Neoplasia of the lip	sdoelken	# good mapping


id_signe_43590	HP:0000738		Delirium/hallucination	Hallucinations	"skoehler, sdoelken"	# good enough


id_signe_46200	HP:0001376		Restricted joint mobility/joint stiffness/ankylosis	Decreased mobility of joints	sdoelken	# good enough


id_signe_18960	HP:0009756		Popliteal web	 Popliteal pterygium	"skoehler, sdoelken"	# good mapping


id_signe_35150	HP:0001635		Heart/cardiac failure	Congestive heart failure	sdoelken	# good enough


id_signe_17440	HP:0010318		Absent/hypotonic/flaccid abdominal wall muscles	Aplasia/Hypoplasia of the abdominal wall musculature	sdoelken	# good enough (does not include the muscle wekaness as this may have many different causes not just apalsia/hypoplasia)


id_signe_23680	HP:0008069		Skin tumors/lumps/epidermal cysts	Neoplasia of the skin	sdoelken	# good enough


id_signe_24080	HP:0002115		Hypotrichosis/atrichia/atrichiasis/scalp hairlessness	Sparse or absent hair	"skoehler, sdoelken"	# good mapping (this includes all the orphanet terms)


id_signe_20680	HP:0009601		Thumb hypoplasia/aplasia/absence	Aplasia/Hypoplasia of the thumb	"skoehler, sdoelken"	# good mapping


id_signe_54070	HP:0001824		Weight loss/loss of appetite/break in weight curve/general health alteration	Weight loss	sdoelken	"# good enough (however this cannot! include something as general as ""general health alteration"")"


id_signe_45810	HP:0010655		Punctate epiphyses/epiphysis	Stippling of the epiphyses	sdoelken	"at least I presume that ""punctate"" refers to ""puctate calcifications"" of epiphyses?"


id_signe_46080	HP:0001386		Hydrarthrosis/articular/joint effusion	Joint swelling	sdoelken	# good enough


id_signe_29000	HP:0001392		Functional anomalies of the liver and the biliary tract	Abnormality of the liver	sdoelken	we have HP:0001411 Abnormal liver function tests  but that does not necessarily include biliary - the next common ancestor of both is Abnormality of the liver


id_signe_38440	HP:0000790		Hematuria/microhematuria	Hematuria	sdoelken	# good mapping


id_signe_4320	HP:0007833		Iridocorneal/iridolenticular synechiae	Anterior chamber synechiae	sdoelken	# good mapping


id_signe_45000	HP:0000924		Anomalies of bones/skeletal anomalies	Abnormality of the musculoskeletal system	"skoehler, sdoelken"	# good enough


id_signe_15040	HP:0000889		Clavicle absent/abnormal	Abnormality of the clavicles	"skoehler, sdoelken"	# good enough


id_signe_50130	HP:0100605		Laryngeal neoplasm/tumor/carcinoma/cancer	Neoplasia of the larynx	sdoelken	# good mapping (created new HP term)


id_signe_38240	HP:0000121		Renal/kidney calcifications/nephrocalcinosis	Nephrocalcinosis	"skoehler, sdoelken"	# good mapping


id_signe_1	HP:0000001		Orphanet Sign	All	sdoelken	# includes phenotypic abn + age of onset/clinical course + inheritance


id_signe_40360	HP:0000140		Metrorrhagia/menorrhagia/hemorrhagic cycles/hyper/poly/spanio/dysmenorrhea	Menstrual abnormalities	sdoelken	# good mapping (created some more of the orphanet terms as children in the HPO)


id_signe_55640	HP:0100610		Maternal hyperphenylalaninemia	Maternal hyperphenylalaninemia	sdoelken	# good mapping (created new HP term and links)


id_signe_20000	HP:0001155		Anomalies of hands	Abnormality of the hand	"skoehler, sdoelken"	# good mapping


id_signe_45420	HP:0002797		Osteolysis/osteoclasia/bone destruction/erosions	Osteolysis	sdoelken	# good enough


id_signe_53500	HP:0001432		Early death/lethality	Early death	sdoelken	# good mapping


id_signe_50520	HP:0100848		Penis/scrotum neoplasm/tumor/carcinoma/cancer	Neoplasia of the male external genitalia	sdoelken	created new HPO terms and mapped to parent term of both


id_signe_23670	HP:0001029		Telangiectasic erythema/poikiloderma	Poikiloderma	sdoelken	# good mapping


id_signe_8510	HP:0000429		Flared/thick ala nasi	Abnormality of the nasal ala	"skoehler, sdoelken"	# we have HP:0009928 Thick nasal alae and HP:0000454 Flared nostrils  - had to take parent term


id_signe_4120	HP:0000615		Pupillary anomalies/mydriasis/myosis/tonic pupil	Abnormality of the pupils	"skoehler, sdoelken"	# good mapping


id_signe_43290	HP:0100248		Hemiballism/unilateral movement disorders	Hemiballismus	sdoelken	# good enough


id_signe_44350	HP:0003326		Myalgias/muscular pain	Myalgia	sdoelken	# good mapping


id_signe_48600	HP:0001873		Thrombocytopenia/thrombopenia	Thrombocytopenia	"skoehler, sdoelken"	# good mapping


id_signe_46600	HP:0003272		Hip dislocation/dysplasia/coxa valga/coxa vara/coxa plana	Abnormality of the hip	"skoehler, sdoelken"	# good enough (includes all the following and a bit more: Coxa plana(HP:0003280)   Coxa vara(HP:0002812) Coxa valga(HP:0002673)  Coxa magna(HP:0003279) Dislocated hips HP:0002827 Hip dysplasia HP:0001385)


id_signe_50100	HP:0100612		Odontogenic neoplasm/tumor/carcinoma/cancer	Odontogenic neoplasia	sdoelken	# good mapping (created new HP term and links)


id_signe_8000	HP:0000366		Anomalies of nose and olfaction	Abnormality of the nose	"skoehler, sdoelken"	# good mappiung (has child term Abnormality of the sense of smell)


id_signe_34040	HP:0001633		Mitral valve prolapse/incompetence/insufficiency/regurgitation/ring anomaly	Abnormality of the mitral valve	sdoelken	# good enough


id_signe_53650	HP:0100613		Early death in adulthood	Death in early adulthood	sdoelken	# good mapping


id_signe_43570	HP:0000717		Autism/autistic disoders	Autism	"skoehler, sdoelken"	# good mapping


id_signe_27150			Eructation/aerophagia		sdoelken	? do we really need this?


id_signe_44550	HP:0100614		Myositis	Myositis	sdoelken	# good mapping (created new HP term)


id_signe_45600	HP:0002754		Osteomyelitis/osteitis/periostitis/spondylodisciitis	Osteomyelitis	"skoehler, sdoelken"	# good enough


id_signe_20820	HP:0009600		Thumb ankylosis	Joint contractures of the thumb	sdoelken	? ankylosis is such a broad term - probinson?


id_signe_43090	HP:0002200		Pseudobulbar signs/spasmodic laugh and cry	Pseudobulbar signs	"skoehler, sdoelken"	# good mapping


id_signe_8540	HP:0005288		Small/triangular nares/nostrils	Abnormality of the nares	"skoehler, sdoelken"	# good enough


id_signe_23660	HP:0001048		Cavernous/tuberous hemangioma	Cavernous hemangioma	"skoehler, sdoelken"	# good enough


id_signe_9640	HP:0000288		Philtrum flat/large/featureless/absent cupidon bows	Abnormality of the philtrum	"skoehler, sdoelken"	# good enough


id_signe_27450	HP:0002607		Encopresis/anal incontinence	Bowel incontinence 	sdoelken	# good mapping (did some restructuring for bladder and bowel incontinence)


id_signe_50510	HP:0000029		Testicular teratoma/germinoma	Testicular neoplasia	"skoehler, sdoelken"	# good enough (includes some more testicular tumors but should be OK; added some more of the gonade famle and female neoplasias to HPO)


id_signe_15560	HP:0009751		Absent pectoral muscles	Aplasia of the pectoralis major muscle	"skoehler, sdoelken"	# good enough


id_signe_4340	HP:0000515		Corneal clouding/opacity/vascularisation	Corneal opacity	"skoehler, sdoelken"	# good enough (does not necessarily include vascularisation)


id_signe_32760	HP:0002206		Lung fibrosis	Pulmonary fibrosis	"skoehler, sdoelken"	# good mapping


id_signe_39100	HP:0000133		Mixed gonadal dysgenesis	Gonadal dysgenesis	"skoehler, sdoelken"	# good mapping


id_signe_20260	HP:0010489		Absence of palmar creases	Aplasia of the palmar creases	"skoehler, sdoelken"	# good mapping


id_signe_55660	HP:0100622		Maternal seizures	Maternal seizures	sdoelken	# good mapping (created new HP term)


id_signe_39300	HP:0100624		Corpus cavernosum sclerosis	Corpus cavernosum sclerosis	sdoelken	# good mapping (created new HP term)


id_signe_35180	HP:0000822		Chronic arterial hypertension	Hypertension	sdoelken	# good enough ?


id_signe_7400	HP:0000492		Ectropion/entropion/eyelid eversion	Abnormality of the eyelid	"skoehler, sdoelken"	# has to be good enough - we have Ectropion HP:0000656 and Entropion HP:0000621


id_signe_23650	HP:0000951		Capillary hemangioma/nevus/naevus flammeus/port-wine stain	Abnormality of the skin	skoehler	HPO has  Capillary hemangiomas(HP:0005306) and Nevus flammeus(HP:0001052) unfortunately the next common ancestor is very general


id_signe_16180	HP:0003306		Rigid spine	Spinal rigidity	sdoelken	# good mapping


id_signe_4140	HP:0000593		Anterior chamber anomaly	Abnormality of the anterior chamber	"skoehler, sdoelken"	# good mapping


id_signe_11750	HP:0010293		Hypoplastic/aplastic uvula	Aplasia/Hypoplasia of the uvula	"skoehler, sdoelken"	# good mapping


id_signe_27660			Intestinal perforation		sdoelken	do we need this? seems to be something aquired


id_signe_35570			Vein of Galien dilatation/dilation		sdoelken	"I actually had to look this up - we do not use this term in german - according to wikipedia there is more than one vein named after Galen - which one are we talking about? I presume one of the cerebral ones that are nam,ed ""VEin of GAlen""? And do we really need terms for such a specific vein dilation?"


id_signe_28000	HP:0001392		Structural anomalies of the liver and the biliary tract	Abnormality of the liver	sdoelken	# that includes everyrhing from liver to biliary... unfortunately we cannot do this any better


id_signe_35510	HP:0002621		Arterial atheroma/precocious atherosclerosis/arteriosclerosis	Atherosclerosis	sdoelken	# good mapping


id_signe_43280	HP:0000733		Tics/stereotypias	"Stereotyped, repetitive behaviour"	"skoehler, sdoelken"	# good mapping (has child term tics)


id_signe_15120	HP:0100625		Wide rib cage/thorax	Enlarged thorax	sdoelken	# good mapping (created new HP term)


id_signe_39000	HP:0000078		Structural anomalies of the genital system	Abnormality of the genital tract	"skoehler, sdoelken"	# good enough


id_signe_26620	HP:0002580		Colonic/intestinal volvulus	Volvulus	"skoehler, sdoelken"	# good mapping


id_signe_29360	HP:0100626		Chronic hepatic failure	Chronic hepatic failure	"skoehler, sdoelken"	# good mapping


id_signe_37680	HP:0000071		Ureteral stenosis/narrowing	Ureteral stenosis	"skoehler, sdoelken"	# good enough


id_signe_39280	HP:0100627		Hypospadias/epispadias/bent penis	Displacement of the external urethral meatus	"skoehler, sdoelken"	"# good mapping (this covers everything but the ""bent penis"")"


id_signe_15320	HP:0100625		Flared chest/bell-shaped thorax/shield chest	Enlarged thorax	"skoehler, sdoelken"	"#  we have to map this to the same term as id_signe_15120 (has children: Bell-shaped chest(HP:0001591), Barrel-shaped chest HP:0001552, Shield chest(HP:0000914)...)"


id_signe_30440	HP:0006278		Supernumerary/aberrant/accessory/ectopic pancreas	Ectopic pancreatic tissue	"skoehler, sdoelken"	# good enough


id_signe_38160			Interstitial nephropathy		"skoehler, sdoelken"	"??? we have to get some more features for the histological kidney stuff into HPO - at the moment we have: Tubulointerstitial nephropathy(HP:0008654)
  Nephropathy(HP:0000112) -> probinson?"


id_signe_43000	HP:0000707		Functional anomalies of the nervous system	Neurological abnormality	"skoehler, sdoelken"	# good enough


id_signe_25100	HP:0008384		Absent/small fingernails/anonychia of hands	 Aplastic/hypoplastic fingernails	"skoehler, sdoelken"	# good mapping


id_signe_2320	HP:0002648		Brachycephaly/flat occiput	Abnormality of skull shape	"skoehler, sdoelken"	the parent term would be HP:0002648 Abnormality of skull shape but I would suggest we take Brachycephaly(HP:0000248) and ignore the Flat occiput(HP:0005469) - that way we loose less information with the annotations


id_signe_27390	HP:0002014		Acute diarrhea	Diarrhea	"skoehler, sdoelken"	# good mapping


id_signe_5810	HP:0001123		Abnormal visual field/hemianopsia/hemianopia/scotoma/visual peripheral rim	Visual field defects	"skoehler, sdoelken"	# good mapping


id_signe_43270	HP:0004305		Myoclonus/fasciculations	Involuntary muscle contractions	"skoehler, sdoelken"	# not very good but as myoclonus and fasciculations are not the same thing we have to use the parent term which unfortunately includes many more things


id_signe_20760	HP:0009623		Proximally set thumb	Proximally placed thumb	"skoehler, sdoelken"	# good mapping


id_signe_40450	HP:0100628		Vaginal spotting	Vaginal spotting	sdoelken	# good mapping


id_signe_53750	HP:0000850		Cushingoid morphotype		"skoehler, sdoelken"	the morphotype part is a problem - we only have Cushing syndrome HP:0000850 which would not apply in this case - probinson?


id_signe_8300	HP:0005273		Absent nasal cartilage/hypermobile nose	Absent nasal septal cartilage	"skoehler, sdoelken"	# good mapping


id_signe_9880	HP:0100335		Lateral cleft lip/gingival cleft/paramedian nasal cleft	Non-midline cleft lip	sdoelken	# good enough


id_signe_48420	HP:0001974		Hyperleukocytosis/leukocytosis	Leukocytosis	"skoehler, sdoelken"	# good mapping


id_signe_38800	HP:0100518		Cystalgia with clear urine	Dysuria	sdoelken	"# good enough (we cannot capture the ""clear urine"" part - that would be a compound term...)"


id_signe_24960	HP:0001965		Thick scalp/scalp dysplasia	Abnormality of the scalp	sdoelken	?


id_signe_27210	HP:0004295		Epigastralgia/heartburn/gastric/duodenal ulcer/gastritis	Abnormality of the gastric mucosa	skoehler	Abnormality of the gastric mucosa covers Gastric ulcer(HP:0002592) and different forms of Gastritis(HP:0005263) but not Duodenal ulcer(HP:0002588)


id_signe_48620	HP:0001872		Platelets function anomaly	Abnormality of thrombocytes	sdoelken	# good enough


id_signe_24760			Abnormal implantation of hair		sdoelken	? implantation?


id_signe_35720			Acute ischemic syndrome		sdoelken	ischemic as in veins of leg or as in stroke like (cerebral)?


id_signe_12750	HP:0006323		Premature lost of decidious teeth	Premature loss of deciduous teeth	sdoelken	# good mapping


id_signe_26220	HP:0100628		Esophageal diverticulum/pouch	Esophageal diverticulum	sdoelken	# good mapping (created new HP term)


id_signe_3840	HP:0100629		Midline facial cleft	Midline facial cleft	sdoelken	# good mapping


id_signe_50040	HP:0100630		Nasopharynx neoplasm/tumor/carcinoma/cancer	Neoplasia of the nasopharynx	sdoelken	# good mapping (created new HP term)


id_signe_50690	HP:0100641		Cortical adrenal neoplasm/tumor/carcinoma/cancer	Cortical adrenal neoplasia	"skoehler, sdoelken"	# good mapping (created new HP term)


id_signe_45900	HP:0003061		Narrowed/gracile diaphysis/diaphyses/long bones/dolichostenomelia	Gracile long bones	"skoehler, sdoelken"	"tricky - ""Gracile long bones"" covers ""Narrowed/gracile diaphysis/diaphyses"" but not ""long bones/dolichostenomelia""  which is a separate term -> id_signe_18320 mapped to HP:0001519 Dolichostenomelia which is actually a child of Gracile long bones"
