?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0031994>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Bronchial breath sounds contain much higher frequency components than normal breath sounds due to alteration of the low pass filtering function of the alveoli, as occurs in consolidation. It is loud, hollow, and high pitch. Expiratory phase is longer than inspiratory phase with the inspiratory-expiratory ratio (I:E) changing from normal 3:1 to 1:2. There is distinct pause between inspiration and expiration due to absent alveolar phase. It is associated with whispering pectoriloquy."	"Bronchial breath sounds contain much higher frequency components than normal breath sounds due to alteration of the low pass filtering function of the alveoli, as occurs in consolidation. It is loud, hollow, and high pitch. Expiratory phase is longer than inspiratory phase with the inspiratory-expiratory ratio (I:E) changing from normal 3:1 to 1:2. There is distinct pause between inspiration and expiration due to absent alveolar phase. It is associated with whispering pectoriloquy"	"Bronşiyal solunum sesleri konsolidasyonda meydana geldmesi üzerine alveollerin düşük geçiş filtrelemesi değişimlerine bağlı olarak normal solunum seslerinden çok daha yüksek frekans bileşenlerini içermektedir. Yüksek sesli, boş ve yüksek perdelidir. Ekspiratuvar fazı inspiratuvar-ekspiratuvar (I:E) oranının normal 3:1'den 2:1'e değiştiği inspiratuvar fazından daha uzundur. Alveoler fazın yokluğundan dolayı inspirasyon ve ekspirasyon arasında belirgin bir duraksama vardır. Fısıldayan pektoriloki ile ilişkilidir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031978>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Ratio of the height of the cup of the optic nerve head to the height of the disc is 1.0 (The normal cup-to-disc ratio is 0.3)."	"Ratio of the height of the cup of the optic nerve head to the height of the disc is 1.0 (The normal cup-to-disc ratio is 0.3)"	"Optik sinir baş çukur yüksekliğinin disk yüksekliğine oranı 1.0'dir (normal çukur disk oranı 0.3'tür)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012568>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Edema in the region of the Lower eyelid."	"Edema in the region of the Lower eyelid"	"Alt göz kapağı bölgesinde ödem"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410219>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormally small dimension of the mandible (lower jaw) relative to the maxilla (upper jaw)."	"Abnormally small dimension of the mandible (lower jaw) relative to the maxilla (upper jaw)"	"Mandibulanın (alt çene) maksillaya (üst çene) göre anormal olarak küçük boyutu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011954>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Diffuse benign transformation of the hepatic parenchyma into small regenerative nodules with minimal or no fibrosis."	"Diffuse benign transformation of the hepatic parenchyma into small regenerative nodules with minimal or no fibrosis"	"Hepatik parankimin minimal fibröz veya fibröz olmadan küçük rejeneratif nodüllere olan yoğun benign transformasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031930>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of rosette that is similar to the Homer Wright rosette, but the central fiber-rich neuropil island is larger and more irregular."	"A type of rosette that is similar to the Homer Wright rosette, but the central fiber-rich neuropil island is larger and more irregular"	"Homer Wright rozetine benzer fakat fiberden zengin nörofil adasının daha geniş ve daha düzensiz olduğu bir rozet tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010469>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Testis not palpable in the scrotum or inguinal canal."	"Testis not palpable in the scrotum or inguinal canal"	"Testis skrotumda veya inguinal kanalda palpe edilemez"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001539>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A midline anterior incomplete closure of the abdominal wall in which there is herniation of the abdominal viscera into the base of the abdominal cord."	"A midline anterior incomplete closure of the abdominal wall in which there is herniation of the abdominal viscera into the base of the abdominal cord"	"Abdominal kordun tabanına doğru abdominal organların fıtıklaşmasının olduğu orta hat ön tarafta abdominal duvarın tam olmayan kapanması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030454>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The clinical electro-oculogram (EOG) is an electrophysiological test of function of the outer retina and retinal pigment epithelium (RPE) in which changes in electrical potential across the RPE are recorded during successive periods of dark and light adaptation."	"The clinical electro-oculogram (EOG) is an electrophysiological test of function of the outer retina and retinal pigment epithelium (RPE) in which changes in electrical potential across the RPE are recorded during successive periods of dark and light adaptation"	"Klinik elektro-okülogram (EOG) takip eden karanlık ve aydınlık adaptasyon periyodu esnasında RPE içinden elektrik potansiyelinde değişimlerin kaydedildiği dış retina ve retinal pigment epitelyumun (RPE) elektrofizyolojik fonksiyon testidir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011639>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Right coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta, above the right cusp of the aortic valve."	"Right coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta, above the right cusp of the aortic valve"	"Sağ ana koroner arter normal olarak aort kapağı sağ yaprakçık üzerinden, aort kökünden ziyade pulmoner arterden başlar (dallanır)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002361>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Loss of previously present mental and motor abilities."	"Loss of previously present mental and motor abilities"	"Daha önce mevcut zihinsel ve motor yeteneklerin kaybedilmesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008060>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Congenital absence or underdevelopment of the fovea centralis."	"Congenital absence or underdevelopment of the fovea centralis"	"Fovea sentralisin konjenital yokluğu veya tam gelişmemesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004810>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of hypoplastic anemia with congenital onset."	"A type of hypoplastic anemia with congenital onset"	"Konjenital başlangıçlı bir hipoplastik anemi türü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012056>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a melanoma of the skin."	"The presence of a melanoma of the skin"	"Deri melanoması varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012396>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A motility disorder characterized by biliary colic in the absence of gallstones with a reduced gallbladder ejection fraction."	"A motility disorder characterized by biliary colic in the absence of gallstones with a reduced gallbladder ejection fraction"	"Safra taşları yokluğunda azalmış safra kesesi ejeksiyon fraksiyonu ile olan biliyer kolik ile karakterize bir motilite hastalığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030669>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A structural anomaly of the adjacent structures (i.e., adnexa) of the eye, defined as the lacrimal apparatus, the extraocular muscles and the eyelids, eyelashes, eyebrows and the conjunctiva."	"A structural anomaly of the adjacent structures (i.e., adnexa) of the eye, defined as the lacrimal apparatus, the extraocular muscles and the eyelids, eyelashes, eyebrows and the conjunctiva"	"Lakrimal aparat, ekstraoküler kaslar ve göz kapakları, kirpikler, kaşlar ve konjonktiva olarak tanımlanan gözün komşu yapılarının (örn, adneksa) yapısal bir anomalisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500148>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any deviation from the normal concentration of glutamate in the blood circulation."	"Any deviation from the normal concentration of glutamate in the blood circulation"	"Kan dolaşımında normal glutamat konsantrasyonundan herhangi bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001696>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A left-right reversal (or \"mirror reflection\") of the anatomical location of the major thoracic and abdominal organs."	"\"A left-right reversal (or \"\"mirror reflection\"\") of the anatomical location of the major thoracic and abdominal organs\""	"\"Majör torasik ve abdominal organların anatomik yerleşiminin sol-sağ ters dönmesi (veya \"\"ayna yansıması\"\")\""@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031199>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of urinary cast composed of a proteinaceous matrix without a substantial number of cells."	"A type of urinary cast composed of a proteinaceous matrix without a substantial number of cells"	"Azımsanmayacak sayıda hücre olmadan protein benzeri matristen oluşan idrar kümesi tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012147>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased quantity of von Willebrand factor."	"Decreased quantity of von Willebrand factor"	"Von Willebrand faktörünün azalmış miktarı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010835>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A pattern of sensory loss with selective loss of touch sensation and proprioception without loss of pain and temperature, or vice-versa."	"A pattern of sensory loss with selective loss of touch sensation and proprioception without loss of pain and temperature, or vice-versa"	"Ağrı, sıcaklık kaybı veya tersi olmadan dokunma hissi ve propriyosepsiyonun seçici kaybı ile olan bir his kaybı paterni"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002550>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of facial hair."	"Absence of facial hair"	"Yüzde kılların yokluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100856>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased ossification of the vertebral bodies."	"Decreased ossification of the vertebral bodies"	"Omurilik gövdelerinin aszalmış ossifikasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500077>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of vertical phoria in which, in dissociation, the occluded eye deviates upwards."	"A type of vertical phoria in which, in dissociation, the occluded eye deviates upwards"	"Ayrışmada, tıkalı gözün yukarı doğru saptığı bir tip dikey fori"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000938>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Osteopenia is a term to define bone density that is not normal but also not as low as osteoporosis. By definition from the World Health Organization osteopenia is defined by bone densitometry as a T score -1 to -2.5."	"Osteopenia is a term to define bone density that is not normal but also not as low as osteoporosis. By definition from the World Health Organization osteopenia is defined by bone densitometry as a T score -1 to -2.5"	"Osteopeni, osteoporozis kadar düşük olmayan fakat normal olmayan kemik yoğunluğunu tanımlayan bir terimdir. Dünya Sağlık Örgütü tarafından yapılan tanımlama ile osteopeni kemik dansitometresi -1'den -2.5'e olan T skoru ile tanımlanır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001972>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of anemia characterized by increased size of erythrocytes with increased mean corpuscular volume (MCV) and increased mean corpuscular hemoglobin (MCH)."	"A type of anemia characterized by increased size of erythrocytes with increased mean corpuscular volume (MCV) and increased mean corpuscular hemoglobin (MCH)"	"Artmış ortalama parçacık hacmi (MCV) ve artmış ortalama parçacık hemoglobini (MCH) ile artmış eritrosit boyutu ile karakterize bir anemi tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009833>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomaly of middle phalanx of finger."	"An anomaly of middle phalanx of finger"	"El parmağının orta falanksının bir anomalisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012868>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A structural abnormality of the sperm tail."	"A structural abnormality of the sperm tail"	"Sperm kuyruğunun yapısal bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011630>	<http://purl.obolibrary.org/obo/IAO_0000115>	"No pericardium over the diaphragmatic surface of the heart. It is a congenital defect, not the result of a pericardectomy. Pericardium is present on other parts of the heart."	"No pericardium over the diaphragmatic surface of the heart. It is a congenital defect, not the result of a pericardectomy. Pericardium is present on other parts of the heart"	"Kalbin diyafragmatik yüzeyi üzerinde perikardiyum yok. Perikardektomi sonucu değil, konjenital bir defekttir. Perikardiyum kalbin diğer kısımlarında mevcuttur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003689>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of multiple deletions of mitochondrial DNA (mtDNA)."	"The presence of multiple deletions of mitochondrial DNA (mtDNA)"	"Mitokondriyal DNA'nın (mtDNA) çoklu silinmeleri varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010214>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The interphalangeal joint of the big toe cannot be straightened actively or passively."	"The interphalangeal joint of the big toe cannot be straightened actively or passively"	"Ayak baş parmağının interfalangiyal eklemi aktif veya pasif olarak düzleştirilemez"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031339>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Anomalous staining of dystrophin in cardiomyocytes."	"Anomalous staining of dystrophin in cardiomyocytes"	"Kardiyomiyositlerde anormal distrofin boyanması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000847>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the renin-angiotensin system."	"An abnormality of the renin-angiotensin system"	"Renin-anjiyotensin sisteminin anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011723>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Defect or defects of the morphogenesis of the right heart identifiable at birth."	"Defect or defects of the morphogenesis of the right heart identifiable at birth"	"Doğumda tanımlanabilen sağ kalp morfogenezisinin kusur ya da kusurları"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010625>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence or underdevelopment of the anterior pituitary gland, also known as the adenohypophysis."	"Absence or underdevelopment of the anterior pituitary gland, also known as the adenohypophysis"	"Adenohipofiz olarak da bilinen ön hipofizin yokluğu veya tam gelişmemesi"@tr	"OFFICIAL"
