?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0045057>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating alpha-fetoprotein concentration"	"Decreased levels of alpha-fetoprotein"	"Diminution des taux d'alpha-foetoprotéine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010948>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal fetal cardiovascular morphology"	"Abnormality of the fetal cardiovascular system"	"Anomalie du système cardiovasculaire foetal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100960>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lateral ventricular asymmetry"	"Asymmetric ventricles"	"Ventricules asymétriques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030356>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating interferon-gamma concentration"	"Increased serum interferon-gamma level"	"Augmentation du taux d'interféron-gamma sérique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012545>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced circulating aldolase concentration"	"Reduced aldolase level"	"Niveau d'aldolase réduit"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500022>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating dehydroepiandrosterone concentration"	"Abnormal serum dehydroepiandrosterone level"	"Anomalie du taux plasmatique de dehydroepiandrosterone"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000694>	<http://www.w3.org/2000/01/rdf-schema#label>	"Odontodysplasia"	"Shell teeth"	"Dent en coquille"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001067>	<http://www.w3.org/2000/01/rdf-schema#label>	"Neurofibroma"	"Neurofibromas"	"Neurofibromes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001965>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal scalp morphology"	"Abnormality of the scalp"	"Anomalie du cuir chevelu"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007519>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Lack of subcutaneous fatty tissue"	"Lack of subcutaneous fatty tissue"	"perte du tissu graisseux souscutané"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410198>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased uridine diphosphate glucose-4-epimerase level in red blood cells"	"Decreased uridine diphosphate glucose-4-epimerase activity in red blood cells"	"Diminution de l'activité uridine diphosphate glucose-4-épimérase dans les globules rouges."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004303>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal muscle fiber morphology"	"Abnormality of muscle fibers"	"Anomalie des fibres musculaires"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000051>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hyoglossus muscle morphology"	"Abnormality of hyoglossus muscle"	"Anomalie du muscle hyoglosse"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003368>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal femoral head morphology"	"Abnormality of the femoral head"	"Anomalie de la tête fémorale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031550>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal flow cytometry test result"	"Abnormal flow cytometry test rest"	"Repos anormal du test de cytométrie de flux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002778>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal tracheal morphology"	"Abnormal trachea morphology"	"Anomalie morphologique de la trachée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031208>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased pituitary glycoprotein hormone alpha subunit level"	"Increased pituitary glycoprotein alpha subunit level"	"Augmentation du niveau de la sous-unité alpha des hormones glycoprotéiques hypophysaires"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011070>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal molar morphology"	"Abnormality of molar morphology"	"Anomalie de la morphologie d'une molaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031836>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased superoxide dismutase level"	"Increased superoxide dismutase activity"	"Augmentation de l'activité de la superoxyde dismutase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004905>	<http://www.w3.org/2000/01/rdf-schema#label>	"Low levels of vitamin A"	"Vitamin A deficiency"	"Carence en vitamine A"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032119>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Narrow angle glaucoma"	"Narrow angle glaucoma"	"Glaucome à angle étroit"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040168>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Focal seizures, afebril"	"Focal seizures, afebril"	"Comitialité focale afébrile"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006536>	<http://www.w3.org/2000/01/rdf-schema#label>	"Airway obstruction"	"Obstructive lung disease"	"Syndrome pulmonaire obstructif"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000648>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atrophie optique "@fr	"Optic atrophy"	"Atrophie optique congénitale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002111>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Restrictive deficit on pulmonary function testing"	"Restrictive deficit on pulmonary function testing"	"Déficit fonctionnel pulmonaire restrictif"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010601>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal proximal ulnar epiphysis morphology"	"Abnormality of the proximal ulnar epiphysis"	"Anomalie des épihyses proximales de l'ulna"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031185>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating NT-proBNP concentration"	"Increased NT-proBNP level"	"Augmentation du taux de NT-proBNP"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009112>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aplasia of the left hemidiaphragm"	"Absent left hemidiaphragm"	"Absence de l'hémi-diaphragme gauche"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012503>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal pituitary gland morphology"	"Abnormality of the pituitary gland"	"Anomalie de l'hypophyse"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031425>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating beta-C-terminal telopeptide concentration"	"Increased circulating beta-C-terminal telopeptide level"	"Augmentation du taux de télopeptide bêta-terminal circulant"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100587>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal preputium morphology"	"Abnormality of the preputium"	"Anomalie du prépuce"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012003>	<http://www.w3.org/2000/01/rdf-schema#label>	"Affective epileptic aura"	"Affective auras"	"Auras affectives"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032117>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Macrosaccadic oscillation"	"Macrosaccadic oscillation"	"Oscillation macrosaccadique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040166>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormality of the periosteum"	"Abnormality of the periosteum"	"Anomalie du périoste"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100251>	<http://www.w3.org/2000/01/rdf-schema#label>	"Multiple central nervous system lipomas"	"Lipomas of the central neryous system"	"Lipomes du système nerveux central"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031798>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating apolipoprotein B concentration"	"Elevated apolipoprotein B level"	"Taux élevé d'apolipoprotéine B"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000224>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hypogeusia"	"Decreased taste sensation"	"Diminution de la sensation de goût"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012116>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating albumin concentration"	"Abnormal albumin level"	"Albuminémie anormale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011432>	<http://www.w3.org/2000/01/rdf-schema#label>	"High maternal circulating alpha-fetoprotein concentration"	"High maternal serum alpha-fetoprotein"	"Alphafoetoprotéine sérique maternelle élevée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010885>	<http://www.w3.org/2000/01/rdf-schema#label>	"Avascular necrosis"	"Aseptic necrosis"	"Nécrose aseptique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000766>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sternum morphology"	"Abnormality of the sternum"	"Anomalie du sternum"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000858>	<http://www.w3.org/2000/01/rdf-schema#label>	"Irregular menstruation"	"Menstrual irregularities"	"Règles irrégulières"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006486>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal dental root morphology"	"Abnormality of the dental root"	"Anomalie de la racine dentaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009745>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spinal arachnoid cyst"	"Spinalarachnoid cyst"	"Kyste spinal arachnoïdien"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004343>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal glycosphingolipid metabolism"	"Abnormality of glycosphingolipid metabolism"	"Anomalie du métabolisme des glycosphingolipides"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000046>	<http://www.w3.org/2000/01/rdf-schema#label>	"Small scrotum"	"Scrotal hypoplasia"	"Hypoplasie scrotale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002308>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chiari malformation"	"Arnold-Chiari malformation"	"Malformation d'Arnold-Chiari"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011842>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skeletal morphology"	"Abnormality of skeletal morphology"	"Anomalie de la morphologie du squelette"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100623>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal corpus cavernosum morphology"	"Abnormality of corpus cavernosum"	"Anomalie des corps caverneux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012008>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal cognitive seizure with illusion"	"Illusory auras"	"Auréoles illusoires"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002334>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebellar vermis morphology"	"Abnormality of the cerebellar vermis"	"Anomalie du vermis cérébelleux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030495>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality morphology of the macular vasculature"	"Abnormality of macular vasculature"	"Anomalie de la vascularisation maculaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011492>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal corneal stroma morphology"	"Abnormality of corneal stroma"	"Anomalie du stroma cornéen"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012868>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sperm tail morphology"	"Sperm tail anomaly"	"Anomalie de la queue du spermatozoïde"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012665>	<http://www.w3.org/2000/01/rdf-schema#label>	"Moderately reduced left ventricular ejection fraction"	"Moderately reduced ejection fraction"	"Fraction d'éjection réduite modérément"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003367>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal femoral neck morphology"	"Abnormality of the femoral neck"	"Anomalie du col fémoral"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011165>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal sensory seizure with visual features"	"Visual auras"	"Auras visuelles"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004368>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating purine concentration"	"Increased purine level"	"Augmentation des taux de purine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012865>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sperm head morphology"	"Sperm head anomaly"	"Anomalie de la tête du spermatozoïde"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002644>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal pelvic girdle bone morphology"	"Abnormality of pelvic girdle bone morphology"	"Anomalie morphologique de la ceinture pelvienne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001327>	<http://www.w3.org/2000/01/rdf-schema#label>	"Photosensitive myoclonic seizure"	"Photomyoclonic seizures"	"Convulsions photomyocloniques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008366>	<http://www.w3.org/2000/01/rdf-schema#label>	"Foot joint contracture"	"Contractures involving the joints of the feet"	"contractures concernant les articulations des pieds"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410246>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating IgD level"	"Increased IgD level"	"Augmentation du taux d'IgD"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010985>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Gonosomal inheritance"	"Gonosomal inheritance"	"Hérédité liée aux gonosomes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012501>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal brainstem white matter morphology"	"Abnormality of the brainstem white matter"	"Anomalie de la substance blanche du tronc cérébral"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006813>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal hemiclonic seizure"	"Hemiclonic seizures"	"Convulsions hémicloniques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031070>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Femoral retroversion"	"Decreased femoral torsion"	"Diminution de la torsion fémorale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006957>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Loss of ability to walk"	"Loss of ability to walk"	"Perte de l'habilité à marcher"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003533>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced acetaldehyde dehydrogenase level"	"Reduced acetaldehyde dehydrogenase activity"	"Diminution de l'activité acétaldéhyde déshydrogénase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100320>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rosenthal fibers"	"Rosenthal fibres"	"Fibres de rosenthal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0430026>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormality of the shape of the midface"	"Abnormality of the shape of the midface"	"Anomalie de la forme du mileu de la face"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031876>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating hepcidin concentration"	"Decreased hepcidin level"	"Diminution du taux d'hepcidine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010951>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal third ventricle morphology"	"Abnormality of the third ventricle"	"anomalie du troisième ventricule"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001428>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Somatic mutation"	"Somatic mutation"	"Mutation somatique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002925>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating thyroid-stimulating hormone concentration"	"Increased thyroid-stimulating hormone level"	"Augmentation du taux plasmatique de thyréostimuline (TSH)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008796>	<http://www.w3.org/2000/01/rdf-schema#label>	"Femoral retroversion"	"Externally rotated hips"	"hanches en rotation externe"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031209>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating lipoprotein lipase concentration"	"Decreased lipoprotein lipase activity"	"Diminution de l'activité de la lipoprotéine lipase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001384>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hip joint morphology"	"Abnormality of the hip joint"	"Anomalie de l'articulation de la hanche"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003112>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating amino acid concentration"	"Abnormality of serum amino acid level"	"Anomalie du taux d'acides aminés du sérum"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500012>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal gonadotropin-releasing hormone concentration"	"Abnormality of gonadotropin-releasing hormone level"	"Anomalie du taux de GnRH (gonadotropin-releasing hormone)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000053>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hypopharynx morphology"	"Abnormality of hypopharynx"	"Anomalie de l'hypopharynx"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012004>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal cognitive seizure with deja vu/jamais vu"	"Mnemonic auras"	"Auras mnémoniques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031884>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal CSF glucose concentration"	"Abnormal CSF glucose level"	"Taux de glucose anormal dans le LCR"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000720>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Mood swings"	"Mood swings"	"Instabilite emotionnelle"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031475>	<http://www.w3.org/2000/01/rdf-schema#label>	"Status epilepticus without prominent motor symptoms"	"Nonconvulsive status epilepticus"	"État de mal épileptique non convulsif"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011861>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bilateral trilobed lung"	"Bilateral trilobed lungs"	"Poumons trilobés bilatéraux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004496>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Posterior choanal atresia"	"Posterior choanal atresia"	"Atrésie des choanes postérieure"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011160>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal sensory seizure with gustatory features"	"Focal sensory gustatory seizure"	"Auras gustatives"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040211>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skin morphology of the palm"	"Abnormality of the skin of the palm"	"Anomalie de peau de la paume de la main"@fr	"OFFICIAL"
